Bande1,Bande2,Multiplicateur,Tolérance,Valeur
violet,blanc,jaune,argent,790000.0
violet,blanc,vert,or,7900000.0
violet,blanc,vert,argent,7900000.0
violet,blanc,bleu,or,79000000.0
violet,blanc,bleu,argent,79000000.0
violet,blanc,violet,or,790000000.0
violet,blanc,violet,argent,790000000.0
violet,blanc,or,or,7.9
violet,blanc,or,argent,7.9
violet,blanc,argent,or,0.79
violet,blanc,argent,argent,0.79
gris,noir,noir,or,80.0
gris,noir,noir,argent,80.0
gris,noir,marron,or,800.0
gris,noir,marron,argent,800.0
gris,noir,rouge,or,8000.0
gris,noir,rouge,argent,8000.0
gris,noir,orange,or,80000.0
gris,noir,orange,argent,80000.0
gris,noir,jaune,or,800000.0
gris,noir,jaune,argent,800000.0
gris,noir,vert,or,8000000.0
gris,noir,vert,argent,8000000.0
gris,noir,bleu,or,80000000.0
gris,noir,bleu,argent,80000000.0
gris,noir,violet,or,800000000.0
gris,noir,violet,argent,800000000.0
gris,noir,or,or,8.0
gris,noir,or,argent,8.0
gris,noir,argent,or,0.8
gris,noir,argent,argent,0.8
gris,marron,noir,or,81.0
gris,marron,noir,argent,81.0
gris,marron,marron,or,810.0
gris,marron,marron,argent,810.0
gris,marron,rouge,or,8100.0
gris,marron,rouge,argent,8100.0
gris,marron,orange,or,81000.0
gris,marron,orange,argent,81000.0
gris,marron,jaune,or,810000.0
gris,marron,jaune,argent,810000.0
gris,marron,vert,or,8100000.0
gris,marron,vert,argent,8100000.0
gris,marron,bleu,or,81000000.0
gris,marron,bleu,argent,81000000.0
gris,marron,violet,or,810000000.0
gris,marron,violet,argent,810000000.0
gris,marron,or,or,8.1
gris,marron,or,argent,8.1
gris,marron,argent,or,0.81
gris,marron,argent,argent,0.81
gris,rouge,noir,or,82.0
gris,rouge,noir,argent,82.0
gris,rouge,marron,or,820.0
gris,rouge,marron,argent,820.0
gris,rouge,rouge,or,8200.0
gris,rouge,rouge,argent,8200.0
gris,rouge,orange,or,82000.0
gris,rouge,orange,argent,82000.0
gris,rouge,jaune,or,820000.0
gris,rouge,jaune,argent,820000.0
gris,rouge,vert,or,8200000.0
gris,rouge,vert,argent,8200000.0
gris,rouge,bleu,or,82000000.0
gris,rouge,bleu,argent,82000000.0
gris,rouge,violet,or,820000000.0
gris,rouge,violet,argent,820000000.0
gris,rouge,or,or,8.200000000000001
gris,rouge,or,argent,8.200000000000001
gris,rouge,argent,or,0.8200000000000001
gris,rouge,argent,argent,0.8200000000000001
gris,orange,noir,or,83.0
gris,orange,noir,argent,83.0
gris,orange,marron,or,830.0
gris,orange,marron,argent,830.0
gris,orange,rouge,or,8300.0
gris,orange,rouge,argent,8300.0
gris,orange,orange,or,83000.0
gris,orange,orange,argent,83000.0
gris,orange,jaune,or,830000.0
gris,orange,jaune,argent,830000.0
gris,orange,vert,or,8300000.0
gris,orange,vert,argent,8300000.0
gris,orange,bleu,or,83000000.0
gris,orange,bleu,argent,83000000.0
gris,orange,violet,or,830000000.0
gris,orange,violet,argent,830000000.0
gris,orange,or,or,8.3
gris,orange,or,argent,8.3
gris,orange,argent,or,0.8300000000000001
gris,orange,argent,argent,0.8300000000000001
gris,jaune,noir,or,84.0
gris,jaune,noir,argent,84.0
gris,jaune,marron,or,840.0
gris,jaune,marron,argent,840.0
gris,jaune,rouge,or,8400.0
gris,jaune,rouge,argent,8400.0
gris,jaune,orange,or,84000.0
gris,jaune,orange,argent,84000.0
gris,jaune,jaune,or,840000.0
gris,jaune,jaune,argent,840000.0
gris,jaune,vert,or,8400000.0
gris,jaune,vert,argent,8400000.0
gris,jaune,bleu,or,84000000.0
gris,jaune,bleu,argent,84000000.0
gris,jaune,violet,or,840000000.0
gris,jaune,violet,argent,840000000.0
gris,jaune,or,or,8.4
gris,jaune,or,argent,8.4
gris,jaune,argent,or,0.84
gris,jaune,argent,argent,0.84
gris,vert,noir,or,85.0
gris,vert,noir,argent,85.0
gris,vert,marron,or,850.0
gris,vert,marron,argent,850.0
gris,vert,rouge,or,8500.0
gris,vert,rouge,argent,8500.0
gris,vert,orange,or,85000.0
gris,vert,orange,argent,85000.0
gris,vert,jaune,or,850000.0
gris,vert,jaune,argent,850000.0
gris,vert,vert,or,8500000.0
gris,vert,vert,argent,8500000.0
gris,vert,bleu,or,85000000.0
gris,vert,bleu,argent,85000000.0
gris,vert,violet,or,850000000.0
gris,vert,violet,argent,850000000.0
gris,vert,or,or,8.5
gris,vert,or,argent,8.5
gris,vert,argent,or,0.85
gris,vert,argent,argent,0.85
gris,bleu,noir,or,86.0
gris,bleu,noir,argent,86.0
gris,bleu,marron,or,860.0
gris,bleu,marron,argent,860.0
gris,bleu,rouge,or,8600.0
gris,bleu,rouge,argent,8600.0
gris,bleu,orange,or,86000.0
gris,bleu,orange,argent,86000.0
gris,bleu,jaune,or,860000.0
gris,bleu,jaune,argent,860000.0
gris,bleu,vert,or,8600000.0
gris,bleu,vert,argent,8600000.0
gris,bleu,bleu,or,86000000.0
gris,bleu,bleu,argent,86000000.0
gris,bleu,violet,or,860000000.0
gris,bleu,violet,argent,860000000.0
gris,bleu,or,or,8.6
gris,bleu,or,argent,8.6
gris,bleu,argent,or,0.86
gris,bleu,argent,argent,0.86
gris,violet,noir,or,87.0
gris,violet,noir,argent,87.0
gris,violet,marron,or,870.0
gris,violet,marron,argent,870.0
gris,violet,rouge,or,8700.0
gris,violet,rouge,argent,8700.0
gris,violet,orange,or,87000.0
gris,violet,orange,argent,87000.0
gris,violet,jaune,or,870000.0
gris,violet,jaune,argent,870000.0
gris,violet,vert,or,8700000.0
gris,violet,vert,argent,8700000.0
gris,violet,bleu,or,87000000.0
gris,violet,bleu,argent,87000000.0
gris,violet,violet,or,870000000.0
gris,violet,violet,argent,870000000.0
gris,violet,or,or,8.700000000000001
gris,violet,or,argent,8.700000000000001
gris,violet,argent,or,0.87
gris,violet,argent,argent,0.87
gris,gris,noir,or,88.0
gris,gris,noir,argent,88.0
gris,gris,marron,or,880.0
gris,gris,marron,argent,880.0
gris,gris,rouge,or,8800.0
gris,gris,rouge,argent,8800.0
gris,gris,orange,or,88000.0
gris,gris,orange,argent,88000.0
gris,gris,jaune,or,880000.0
gris,gris,jaune,argent,880000.0
gris,gris,vert,or,8800000.0
gris,gris,vert,argent,8800000.0
gris,gris,bleu,or,88000000.0
gris,gris,bleu,argent,88000000.0
gris,gris,violet,or,880000000.0
gris,gris,violet,argent,880000000.0
gris,gris,or,or,8.8
gris,gris,or,argent,8.8
gris,gris,argent,or,0.88
gris,gris,argent,argent,0.88
gris,blanc,noir,or,89.0
gris,blanc,noir,argent,89.0
gris,blanc,marron,or,890.0
gris,blanc,marron,argent,890.0
gris,blanc,rouge,or,8900.0
gris,blanc,rouge,argent,8900.0
gris,blanc,orange,or,89000.0
gris,blanc,orange,argent,89000.0
gris,blanc,jaune,or,890000.0
gris,blanc,jaune,argent,890000.0
gris,blanc,vert,or,8900000.0
gris,blanc,vert,argent,8900000.0
gris,blanc,bleu,or,89000000.0
gris,blanc,bleu,argent,89000000.0
gris,blanc,violet,or,890000000.0
gris,blanc,violet,argent,890000000.0
gris,blanc,or,or,8.9
gris,blanc,or,argent,8.9
gris,blanc,argent,or,0.89
gris,blanc,argent,argent,0.89
blanc,noir,noir,or,90.0
blanc,noir,noir,argent,90.0
blanc,noir,marron,or,900.0
blanc,noir,marron,argent,900.0
blanc,noir,rouge,or,9000.0
blanc,noir,rouge,argent,9000.0
blanc,noir,orange,or,90000.0
blanc,noir,orange,argent,90000.0
blanc,noir,jaune,or,900000.0
blanc,noir,jaune,argent,900000.0
blanc,noir,vert,or,9000000.0
blanc,noir,vert,argent,9000000.0
blanc,noir,bleu,or,90000000.0
blanc,noir,bleu,argent,90000000.0
blanc,noir,violet,or,900000000.0
blanc,noir,violet,argent,900000000.0
blanc,noir,or,or,9.0
blanc,noir,or,argent,9.0
blanc,noir,argent,or,0.9
blanc,noir,argent,argent,0.9
blanc,marron,noir,or,91.0
blanc,marron,noir,argent,91.0
blanc,marron,marron,or,910.0
blanc,marron,marron,argent,910.0
blanc,marron,rouge,or,9100.0
blanc,marron,rouge,argent,9100.0
blanc,marron,orange,or,91000.0
blanc,marron,orange,argent,91000.0
blanc,marron,jaune,or,910000.0
blanc,marron,jaune,argent,910000.0
blanc,marron,vert,or,9100000.0
blanc,marron,vert,argent,9100000.0
blanc,marron,bleu,or,91000000.0
blanc,marron,bleu,argent,91000000.0
blanc,marron,violet,or,910000000.0
blanc,marron,violet,argent,910000000.0
blanc,marron,or,or,9.1
blanc,marron,or,argent,9.1
blanc,marron,argent,or,0.91
blanc,marron,argent,argent,0.91
blanc,rouge,noir,or,92.0
blanc,rouge,noir,argent,92.0
blanc,rouge,marron,or,920.0
blanc,rouge,marron,argent,920.0
blanc,rouge,rouge,or,9200.0
blanc,rouge,rouge,argent,9200.0
blanc,rouge,orange,or,92000.0
blanc,rouge,orange,argent,92000.0
blanc,rouge,jaune,or,920000.0
blanc,rouge,jaune,argent,920000.0
blanc,rouge,vert,or,9200000.0
blanc,rouge,vert,argent,9200000.0
blanc,rouge,bleu,or,92000000.0
blanc,rouge,bleu,argent,92000000.0
blanc,rouge,violet,or,920000000.0
blanc,rouge,violet,argent,920000000.0
blanc,rouge,or,or,9.200000000000001
blanc,rouge,or,argent,9.200000000000001
blanc,rouge,argent,or,0.92
blanc,rouge,argent,argent,0.92
blanc,orange,noir,or,93.0
blanc,orange,noir,argent,93.0
blanc,orange,marron,or,930.0
blanc,orange,marron,argent,930.0
blanc,orange,rouge,or,9300.0
blanc,orange,rouge,argent,9300.0
blanc,orange,orange,or,93000.0
blanc,orange,orange,argent,93000.0
blanc,orange,jaune,or,930000.0
blanc,orange,jaune,argent,930000.0
blanc,orange,vert,or,9300000.0
blanc,orange,vert,argent,9300000.0
blanc,orange,bleu,or,93000000.0
blanc,orange,bleu,argent,93000000.0
blanc,orange,violet,or,930000000.0
blanc,orange,violet,argent,930000000.0
blanc,orange,or,or,9.3
blanc,orange,or,argent,9.3
blanc,orange,argent,or,0.93
blanc,orange,argent,argent,0.93
blanc,jaune,noir,or,94.0
blanc,jaune,noir,argent,94.0
blanc,jaune,marron,or,940.0
blanc,jaune,marron,argent,940.0
blanc,jaune,rouge,or,9400.0
blanc,jaune,rouge,argent,9400.0
blanc,jaune,orange,or,94000.0
blanc,jaune,orange,argent,94000.0
blanc,jaune,jaune,or,940000.0
blanc,jaune,jaune,argent,940000.0
blanc,jaune,vert,or,9400000.0
blanc,jaune,vert,argent,9400000.0
blanc,jaune,bleu,or,94000000.0
blanc,jaune,bleu,argent,94000000.0
blanc,jaune,violet,or,940000000.0
blanc,jaune,violet,argent,940000000.0
blanc,jaune,or,or,9.4
blanc,jaune,or,argent,9.4
blanc,jaune,argent,or,0.9400000000000001
blanc,jaune,argent,argent,0.9400000000000001
blanc,vert,noir,or,95.0
blanc,vert,noir,argent,95.0
blanc,vert,marron,or,950.0
blanc,vert,marron,argent,950.0
blanc,vert,rouge,or,9500.0
blanc,vert,rouge,argent,9500.0
blanc,vert,orange,or,95000.0
blanc,vert,orange,argent,95000.0
blanc,vert,jaune,or,950000.0
blanc,vert,jaune,argent,950000.0
blanc,vert,vert,or,9500000.0
blanc,vert,vert,argent,9500000.0
blanc,vert,bleu,or,95000000.0
blanc,vert,bleu,argent,95000000.0
blanc,vert,violet,or,950000000.0
blanc,vert,violet,argent,950000000.0
blanc,vert,or,or,9.5
blanc,vert,or,argent,9.5
blanc,vert,argent,or,0.9500000000000001
blanc,vert,argent,argent,0.9500000000000001
blanc,bleu,noir,or,96.0
blanc,bleu,noir,argent,96.0
blanc,bleu,marron,or,960.0
blanc,bleu,marron,argent,960.0
blanc,bleu,rouge,or,9600.0
blanc,bleu,rouge,argent,9600.0
blanc,bleu,orange,or,96000.0
blanc,bleu,orange,argent,96000.0
blanc,bleu,jaune,or,960000.0
blanc,bleu,jaune,argent,960000.0
blanc,bleu,vert,or,9600000.0
blanc,bleu,vert,argent,9600000.0
blanc,bleu,bleu,or,96000000.0
blanc,bleu,bleu,argent,96000000.0
blanc,bleu,violet,or,960000000.0
blanc,bleu,violet,argent,960000000.0
blanc,bleu,or,or,9.600000000000001
blanc,bleu,or,argent,9.600000000000001
blanc,bleu,argent,or,0.96
blanc,bleu,argent,argent,0.96
blanc,violet,noir,or,97.0
blanc,violet,noir,argent,97.0
blanc,violet,marron,or,970.0
blanc,violet,marron,argent,970.0
blanc,violet,rouge,or,9700.0
blanc,violet,rouge,argent,9700.0
blanc,violet,orange,or,97000.0
blanc,violet,orange,argent,97000.0
blanc,violet,jaune,or,970000.0
blanc,violet,jaune,argent,970000.0
blanc,violet,vert,or,9700000.0
blanc,violet,vert,argent,9700000.0
blanc,violet,bleu,or,97000000.0
blanc,violet,bleu,argent,97000000.0
blanc,violet,violet,or,970000000.0
blanc,violet,violet,argent,970000000.0
blanc,violet,or,or,9.700000000000001
blanc,violet,or,argent,9.700000000000001
blanc,violet,argent,or,0.97
blanc,violet,argent,argent,0.97
blanc,gris,noir,or,98.0
blanc,gris,noir,argent,98.0
blanc,gris,marron,or,980.0
blanc,gris,marron,argent,980.0
blanc,gris,rouge,or,9800.0
blanc,gris,rouge,argent,9800.0
blanc,gris,orange,or,98000.0
blanc,gris,orange,argent,98000.0
blanc,gris,jaune,or,980000.0
blanc,gris,jaune,argent,980000.0
blanc,gris,vert,or,9800000.0
blanc,gris,vert,argent,9800000.0
blanc,gris,bleu,or,98000000.0
blanc,gris,bleu,argent,98000000.0
blanc,gris,violet,or,980000000.0
blanc,gris,violet,argent,980000000.0
blanc,gris,or,or,9.8
blanc,gris,or,argent,9.8
blanc,gris,argent,or,0.98
blanc,gris,argent,argent,0.98
blanc,blanc,noir,or,99.0
blanc,blanc,noir,argent,99.0
blanc,blanc,marron,or,990.0
blanc,blanc,marron,argent,990.0
blanc,blanc,rouge,or,9900.0
blanc,blanc,rouge,argent,9900.0
blanc,blanc,orange,or,99000.0
blanc,blanc,orange,argent,99000.0
blanc,blanc,jaune,or,990000.0
blanc,blanc,jaune,argent,990000.0
blanc,blanc,vert,or,9900000.0
blanc,blanc,vert,argent,9900000.0
blanc,blanc,bleu,or,99000000.0
blanc,blanc,bleu,argent,99000000.0
blanc,blanc,violet,or,990000000.0
blanc,blanc,violet,argent,990000000.0
blanc,blanc,or,or,9.9
blanc,blanc,or,argent,9.9
blanc,blanc,argent,or,0.99
blanc,blanc,argent,argent,0.99
